no,address,latitude,longitude
2019_37550,서울특별시 양천구 목동서로 280,37.52234027,126.8675633
2019_37551,서울특별시 양천구 목동동로 130,37.514999,126.8712369
2019_37552,서울특별시 금천구 독산로10길 96,37.44963404,126.9105019
2019_37553,서울특별시 마포구 월드컵북로47길 46,37.57488209,126.8907326
2019_37554,서울특별시 양천구 목동동로 100,37.51498201,126.8651323
2019_37555,서울특별시 구로구 구일로4길 46,37.49326723,126.8778699
2019_37556,서울특별시 강서구 양천로24가길 59,37.57106072,126.8138386
2019_37557,서울특별시 강서구 양천로24가길 59,37.57106072,126.8138386
2019_37558,서울특별시 강서구 양천로24길 34,37.57190683,126.8148663
2019_37559,서울특별시 금천구 금하로30길 34,37.4489277,126.9153463
2019_37560,서울특별시 강서구 우장산로4길 60,37.55191542,126.8383411
2019_37561,서울특별시 구로구 고척로21나길 85-6,37.50134021,126.840703
2019_37562,서울특별시 금천구 금하로 816,37.44977863,126.9200208
2019_37563,서울특별시 영등포구 가마산로 442,37.50498194,126.9095271
2019_37564,서울특별시 금천구 금하로3길 26,37.45433501,126.8974391
2019_37565,서울특별시 강서구 양천로69길 65,37.55595658,126.8721543
2019_37566,서울특별시 마포구 상암산로1길 24,37.57766721,126.8893417
2019_37567,서울특별시 마포구 월드컵북로47길 46,37.57488209,126.8907326
2019_37568,서울특별시 구로구 남부순환로 775,37.50156787,126.8471623
2019_37569,서울특별시 양천구 목동로27길 15,37.52835273,126.8622711
2019_37570,서울특별시 강서구 강서로47길 158,37.55385797,126.8276418
2019_37571,서울특별시 강서구 수명로1길 16,37.55204782,126.8225609
2019_37572,서울특별시 양천구 목동동로 339,37.53217536,126.8767439
2019_37573,서울특별시 마포구 토정로18길 11,37.54384804,126.9348545
2019_37574,서울특별시 양천구 목동로 212,37.52924989,126.8670932
2019_37575,서울특별시 양천구 신정로 293,37.51430989,126.8550432
2019_37576,서울특별시 양천구 신정로 170,37.50864654,126.8423769
2019_37577,서울특별시 영등포구 영신로 193,37.52519492,126.9016951
2019_37578,서울특별시 마포구 독막로 266,37.54386754,126.9423896
2019_37579,서울특별시 강서구 강서로17가길 46,37.53646677,126.8435292
2019_37580,서울특별시 양천구 목동서로 280,37.52234027,126.8675633
2019_37581,서울특별시 양천구 목동서로 400,37.51500787,126.8578385
2019_37582,서울특별시 강서구 마곡서1로 81,37.56436639,126.8191544
2019_37583,서울특별시 강서구 금낭화로 258,37.57667916,126.8082252
2019_37584,서울특별시 구로구 공원로 35,37.50016197,126.8905209
2019_37585,서울특별시 양천구 목동동로 10,37.50775811,126.86131
2019_37586,서울특별시 양천구 오목로 232,37.52576425,126.8632063
2019_37587,서울특별시 양천구 오목로 46-6,37.52143391,126.8426333
2019_37588,서울특별시 금천구 벚꽃로 30,37.45822291,126.8937104
2019_37589,서울특별시 양천구 목동서로 280,37.52234027,126.8675633
2019_37590,서울특별시 양천구 목동중앙본로7길 37-20,37.53859684,126.8665896
2019_37591,서울특별시 마포구 서강로3길 32,37.55001779,126.9308541
2019_37592,서울특별시 마포구 서강로 95,37.55204413,126.9321001
2019_37593,서울특별시 구로구 신도림로 16,37.50512282,126.882191
2019_37594,서울특별시 강동구 명일로 113,37.52919773,127.1421795
2019_37595,서울특별시 강동구 아리수로50길 50,37.55768646,127.1485777
2019_37596,서울특별시 강동구 올림픽로98가길 47,37.5509092,127.131611
2019_37597,서울특별시 강동구 고덕로 130,37.55420667,127.1409011
2019_37598,서울특별시 강동구 올림픽로89길 57,37.54786876,127.1228546
2019_37599,서울특별시 강동구 고덕로 240,37.55382442,127.151914
2019_37600,서울특별시 송파구 위례광장로 121,37.47686504,127.1382163
2019_37601,서울특별시 송파구 위례광장로 136,37.47719582,127.1423748
2019_37602,서울특별시 송파구 위례광장로 230,37.47861981,127.1435334
2019_37603,서울특별시 강동구 아리수로93길 40,37.56551714,127.1751066
2019_37604,서울특별시 송파구 양재대로 1218,37.51669099,127.1377124
2019_37605,서울특별시 송파구 오금로11길 33,37.51562298,127.1105896
2019_37606,서울특별시 강동구 성내로6다길 15,37.5271715,127.1231435
2019_37607,서울특별시 강동구 양재대로96길 79,37.52904287,127.1414901
2019_37608,서울특별시 강동구 양재대로96길 79,37.52904287,127.1414901
2019_37609,서울특별시 강동구 명일로 286,37.54331486,127.1486978
2019_37610,서울특별시 강동구 고덕로 427,37.55879729,127.1731822
2019_37611,서울특별시 송파구 오금로 407,37.4986414,127.1365867
2019_37612,서울특별시 송파구 오금로35길 17,37.5063971,127.1273634
2019_37613,서울특별시 송파구 위례광장로 270,37.47709543,127.1437235
2019_37614,서울특별시 송파구 위례광장로 270,37.47709543,127.1437235
2019_37615,서울특별시 송파구 충민로6길 14,37.48069773,127.1314396
2019_37616,서울특별시 송파구 충민로 152,37.48344222,127.131834
2019_37617,서울특별시 강동구 상암로 251,37.54859381,127.1506883
